
game 0 
gen, best, mean, std, median, q1, q3, life
5, 86.909198, 65.577527, 27.694, 86.693264, 86.820782, 36.603175, 28.153146
6, 86.909198, 73.226694, 21.473723, 86.773647, 86.84249, 65.427116, 28.153146
7, 86.909198, 71.614975, 25.98714, 86.797843, 86.872808, 69.63655, 28.153146
8, 86.909198, 71.499462, 25.44055, 86.767359, 86.87995, 70.837757, 28.153146
9, 86.909198, 66.784593, 27.001358, 86.728161, 86.797843, 41.076819, 30.119231
10, 86.909198, 74.618013, 23.402607, 86.792627, 86.872808, 72.406447, 30.119231
11, 87.257013, 72.257174, 23.621883, 86.779776, 86.872808, 70.841256, 31.176283
12, 87.619217, 65.300624, 26.681409, 81.411324, 86.872808, 41.804538, 34.153788
13, 88.71527, 64.51327, 27.561142, 80.809729, 87.216192, 33.936978, 46.806746
14, 88.842746, 61.940667, 27.310359, 74.152378, 87.259197, 34.762195, 48.85139
15, 88.880418, 70.159803, 22.190203, 81.705993, 87.646228, 56.557377, 48.85139
game 5 
gen, best, mean, std, median, q1, q3, life
0, 84.908016, 3.034637, 19.829228, -6.106335, -3.824457, -6.307383, 12.262251
1, 84.908016, 21.850134, 23.948811, 19.111551, 39.164256, 1.970352, 12.53465
2, 84.908016, 39.577187, 25.208852, 40.085996, 62.958043, 19.211491, 12.53465
3, 86.263947, 45.084137, 30.663633, 48.688877, 70.816244, 20.653385, 21.236538
4, 86.402307, 52.97823, 27.143609, 50.764223, 84.908016, 31.773329, 21.236538
5, 86.432202, 48.413693, 29.684742, 40.221024, 84.900538, 26.854032, 24.178411
6, 86.433377, 65.811385, 22.447433, 70.66656, 86.173757, 47.850746, 24.178411
7, 86.433377, 63.229148, 26.54699, 76.738558, 86.291067, 34.44742, 24.178411
8, 86.734722, 67.241334, 26.300663, 86.039283, 86.404434, 47.641672, 25.715447
9, 87.179984, 63.922245, 26.406277, 76.714036, 86.359489, 34.12093, 30.428577
10, 87.179984, 74.612881, 19.090898, 86.152642, 86.683855, 68.281625, 30.428577
11, 87.179984, 71.081413, 22.914782, 86.689379, 86.995336, 62.614381, 30.428577
12, 87.651108, 74.423441, 20.702217, 86.898167, 87.098749, 64.545573, 31.427418
13, 89.302268, 79.381529, 16.004364, 87.053247, 87.196429, 85.223175, 50.094514
14, 89.302268, 77.277882, 20.57462, 87.143542, 87.651108, 79.809595, 50.094514
15, 89.302268, 68.155909, 27.3189, 86.606936, 88.626605, 49.081777, 50.094514
game 6 
gen, best, mean, std, median, q1, q3, life
0, 41.08532, 0.308192, 12.129452, -6.080769, 4.502464, -6.399002, 22.140582
1, 70.629079, 13.82861, 18.679832, 13.023456, 23.548824, -5.709424, 22.140582
2, 70.870173, 27.532017, 22.784785, 32.116701, 40.318035, 13.764632, 22.140582
3, 86.680964, 35.944052, 22.915404, 33.490555, 59.197156, 20.617323, 25.816679
4, 86.680964, 43.155589, 28.376897, 37.69116, 70.629079, 18.532902, 32.760031
5, 86.733658, 51.087036, 32.63879, 57.195558, 86.194491, 20.485395, 32.760031
6, 86.807857, 58.984118, 30.855605, 85.419268, 86.552812, 26.186868, 32.760031
7, 87.129462, 65.464743, 29.728309, 86.167119, 86.733658, 41.125254, 32.760031
8, 87.270675, 76.629377, 23.260456, 86.790237, 87.032647, 86.283667, 32.760031
9, 87.270675, 80.417701, 17.328578, 87.146987, 87.216373, 86.867543, 32.760031
10, 87.327814, 84.662551, 9.008399, 87.07094, 87.220458, 86.833291, 32.760031
11, 87.327814, 83.013644, 11.592659, 87.194953, 87.267835, 86.911373, 32.760031
12, 87.327814, 77.894466, 19.518916, 87.118903, 87.293897, 86.630272, 32.760031
13, 87.493838, 74.766265, 21.887496, 87.022154, 87.271144, 68.701354, 33.495242
14, 87.493838, 74.393586, 22.396294, 87.00128, 87.283241, 68.634274, 33.495242
15, 87.493838, 75.856134, 19.111676, 86.902419, 87.246946, 63.331426, 33.495242
game 7 
gen, best, mean, std, median, q1, q3, life
0, 20.686211, -3.433512, 7.547196, -6.142356, -6.009962, -6.418675, 12.53465
1, 55.271357, 9.732638, 15.211766, 8.948985, 20.278555, -6.031729, 12.740634
2, 86.536937, 22.986572, 21.240028, 20.67379, 33.718618, 6.183907, 24.5819
3, 87.805395, 36.570507, 29.030484, 29.342999, 60.407724, 14.812113, 30.641302
4, 87.805395, 38.688971, 35.07175, 34.270761, 75.279728, 5.351789, 30.641302
5, 87.805395, 55.139734, 36.25336, 86.337793, 86.62218, 20.665342, 31.879322
6, 87.846842, 59.321875, 32.808161, 77.541283, 86.910992, 35.534893, 31.879322
7, 87.915419, 64.471904, 29.039414, 86.319067, 87.305474, 34.542126, 31.879322
8, 88.024162, 66.578204, 26.819708, 86.405744, 87.814716, 41.359836, 32.13482
9, 88.087471, 73.524023, 23.146357, 87.738446, 87.884675, 68.40669, 36.98576
10, 88.170477, 67.816468, 27.847981, 87.162039, 87.918123, 40.369255, 38.035258
11, 89.741949, 63.514142, 29.478712, 82.566203, 88.02424, 33.31057, 50.170631
12, 89.741949, 76.429367, 18.057248, 87.153381, 88.093183, 71.058968, 50.170631
13, 89.907503, 69.596667, 24.14619, 85.933677, 89.078702, 52.263858, 50.973071
14, 90.674802, 74.455574, 23.121849, 89.105435, 89.575676, 63.510753, 59.014322
15, 90.717092, 68.225067, 25.950984, 81.070289, 89.881258, 47.315285, 59.061596
game 8 
gen, best, mean, std, median, q1, q3, life
0, 20.667558, -2.657881, 6.93225, -6.093212, -4.937874, -6.268004, 12.209016
1, 40.62626, 6.017932, 10.866673, 5.50317, 12.24201, -5.942109, 12.209016
2, 87.094773, 17.428693, 18.30185, 20.629843, 20.69855, 8.377151, 28.742543
3, 87.094773, 34.00196, 26.16986, 25.818337, 41.960748, 18.970881, 28.742543
4, 87.094773, 42.976278, 27.781281, 33.469976, 76.758625, 20.556207, 35.35707
5, 87.329179, 56.151817, 28.410807, 66.60938, 85.538844, 27.485482, 35.35707
6, 87.345196, 61.466429, 27.606458, 75.041957, 87.092841, 32.903861, 35.35707
7, 87.508101, 78.248086, 16.745891, 87.065699, 87.236061, 77.143864, 35.35707
8, 87.852836, 79.750896, 15.313593, 87.140946, 87.338077, 86.409896, 37.754095
9, 87.852836, 76.058144, 17.98224, 87.003039, 87.298726, 62.966161, 37.754095
10, 87.852836, 76.632603, 19.344442, 87.056263, 87.274318, 85.933281, 37.754095
11, 87.852836, 70.112091, 22.663679, 86.631233, 87.282743, 55.448011, 37.754095
12, 87.852836, 79.575575, 14.353198, 87.250166, 87.409097, 79.479273, 37.754095
13, 87.852836, 77.797246, 16.462077, 87.162414, 87.450249, 66.993692, 37.754095
14, 87.852836, 70.293768, 23.402694, 86.951698, 87.362674, 53.544965, 37.754095
15, 87.852836, 71.774511, 23.857014, 87.286207, 87.719177, 56.804794, 37.754095
game 9 
gen, best, mean, std, median, q1, q3, life
0, 89.08273, -0.291806, 16.781964, -6.068254, -5.942644, -6.375626, 48.79059
1, 89.08273, 12.222484, 18.820167, 5.608633, 18.992288, 2.482361, 48.79059
2, 89.08273, 29.868601, 25.248816, 25.984548, 40.085996, 14.925366, 48.79059
3, 89.251036, 47.953109, 25.851002, 33.229728, 70.648318, 26.415871, 50.739041
4, 89.251036, 57.534223, 28.700374, 57.028804, 87.041716, 26.681224, 50.739041
5, 89.274873, 66.256482, 28.493669, 86.400429, 89.071152, 37.637718, 50.986074
6, 89.628329, 65.986028, 28.154694, 88.816953, 89.216718, 31.026539, 52.536602
7, 89.628329, 72.513826, 27.577255, 89.101444, 89.251036, 65.492482, 52.536602
8, 90.221181, 74.667013, 23.760258, 89.120158, 89.320124, 58.243202, 58.545574
9, 90.250113, 64.857043, 32.839053, 88.98971, 89.509181, 29.51648, 58.813016
10, 90.250113, 60.616186, 31.606725, 70.887573, 89.752534, 20.653507, 58.813016
11, 90.250113, 63.833142, 32.819658, 88.378214, 90.022871, 20.678467, 58.813016
12, 90.250113, 73.616964, 26.908137, 89.83294, 90.119398, 63.363912, 58.813016
13, 90.250113, 69.148358, 28.271994, 89.83265, 90.126889, 50.85914, 58.813016
14, 90.250113, 71.443307, 30.012466, 89.872296, 90.20576, 54.819586, 58.813016
15, 90.250113, 69.503959, 28.290126, 89.83294, 90.118467, 46.800414, 58.813016
