
game 0 
gen, best, mean, std, median, q1, q3, life
9, 89.028788, 78.54506, 11.263652, 85.390119, 86.688859, 75.045461, 46.6
10, 89.223246, 78.141231, 19.400648, 86.832828, 87.831796, 75.168118, 49.0
11, 89.223246, 79.658697, 16.344417, 88.399688, 89.028788, 75.117849, 49.0
12, 91.532828, 83.486369, 10.272377, 88.946017, 89.028788, 75.586313, 69.4
13, 91.532828, 79.074175, 17.114031, 88.746643, 89.223246, 75.257877, 69.4
14, 91.532828, 80.279561, 20.164243, 89.223246, 89.239688, 77.851672, 69.4
15, 91.532828, 75.313783, 28.372052, 89.256796, 91.532828, 77.950902, 69.4
game 2 
gen, best, mean, std, median, q1, q3, life
0, 57.171054, 0.151511, 16.970303, -5.743003, -5.392473, -5.813363, 0.0
1, 75.282972, 21.878537, 29.228196, 3.716809, 57.036421, -2.70805, 0.0
2, 75.282972, 40.907838, 26.333893, 57.036421, 63.87041, 5.722253, 0.0
3, 75.282972, 44.612253, 30.132602, 57.185874, 66.179917, 3.610928, 0.0
4, 75.282972, 49.924131, 30.972757, 66.174, 75.282972, 3.610928, 0.0
5, 75.286267, 66.478077, 22.142974, 75.282972, 75.282972, 75.282972, 0.0
6, 75.299556, 65.062169, 24.823356, 75.282972, 75.282972, 75.213871, 0.0
7, 75.634024, 68.843051, 19.4679, 75.282972, 75.286267, 75.244502, 0.0
8, 75.638708, 57.204019, 30.228181, 75.227004, 75.285443, 66.280509, 0.0
9, 75.638708, 69.803472, 14.114398, 75.282972, 75.299556, 66.530901, 0.0
10, 75.638708, 62.920263, 24.319174, 75.28792, 75.634024, 66.634024, 0.0
11, 75.638708, 66.524304, 19.223901, 75.254415, 75.638708, 66.634024, 0.0
12, 75.638708, 72.259581, 4.441661, 75.638708, 75.638708, 66.576466, 0.0
13, 75.638708, 71.732541, 5.270933, 75.638708, 75.638708, 66.482768, 0.0
14, 75.638708, 72.854421, 4.207881, 75.638708, 75.638708, 66.634024, 0.0
15, 75.638708, 70.876369, 11.021577, 75.638708, 75.638708, 66.634024, 0.0
game 3 
gen, best, mean, std, median, q1, q3, life
0, 66.634024, -2.391475, 11.237958, -5.777652, -5.303158, -5.850813, 0.0
1, 66.634024, 16.874308, 28.215391, 3.70434, 41.326783, -5.609762, 0.0
2, 84.802972, 57.827468, 20.875697, 66.555441, 66.634024, 66.169588, 5.2
3, 84.802972, 67.311311, 7.621044, 66.634024, 66.634024, 65.959899, 5.2
4, 85.462972, 62.918714, 24.956502, 66.634024, 84.802972, 57.00434, 11.8
5, 85.462972, 77.004765, 12.114088, 84.802972, 85.102972, 66.591725, 11.8
6, 85.522972, 76.92262, 10.726201, 84.952972, 85.462972, 66.601837, 12.4
7, 85.522972, 78.776848, 11.038346, 85.462972, 85.516415, 75.188982, 12.4
8, 85.522972, 77.127631, 9.952433, 85.43133, 85.522972, 66.555427, 12.4
9, 85.526267, 79.856242, 9.025324, 85.522972, 85.522972, 75.213892, 12.4
10, 85.526267, 77.041808, 17.591839, 85.522972, 85.522972, 68.741492, 12.4
11, 85.526267, 78.276695, 13.759664, 85.522972, 85.522972, 75.248222, 12.4
12, 85.59289, 80.723002, 9.570276, 85.526267, 85.526267, 85.466267, 13.0
13, 85.59289, 77.802776, 12.3162, 85.526267, 85.526267, 68.741492, 13.0
14, 85.709573, 79.019078, 8.365867, 85.526267, 85.578041, 75.177695, 14.2
15, 85.709573, 79.908077, 9.394971, 85.573109, 85.59289, 75.19564, 14.2
game 4 
gen, best, mean, std, median, q1, q3, life
0, 66.02619, 0.069133, 15.789168, -5.743003, -2.779971, -5.777652, 0.0
1, 66.02619, 19.030161, 24.850869, 8.720418, 43.536421, -1.265422, 0.0
2, 66.033853, 42.347219, 25.64609, 57.036421, 57.036421, 5.737762, 0.0
3, 66.038995, 47.11848, 23.973987, 57.036421, 66.007564, 57.027466, 0.0
4, 66.038995, 53.855514, 20.954501, 65.963924, 66.02619, 57.036421, 0.0
5, 66.038995, 51.900964, 21.480861, 57.036421, 66.033853, 57.028748, 0.0
6, 66.038995, 62.812782, 4.299018, 66.033853, 66.038995, 57.036421, 0.0
7, 66.038995, 60.471571, 11.997881, 66.038995, 66.038995, 57.036421, 0.0
8, 85.237949, 63.904594, 5.935476, 66.038995, 66.038995, 66.016064, 10.0
9, 85.297949, 66.528391, 6.237757, 66.038995, 66.038995, 66.038995, 10.6
10, 85.297949, 69.450548, 9.889855, 66.182929, 75.183641, 66.037064, 10.6
11, 85.297949, 75.732332, 10.874826, 85.237949, 85.237949, 66.177715, 10.6
12, 85.297949, 76.273527, 10.790641, 85.237949, 85.297949, 66.071275, 10.6
13, 85.297949, 75.420677, 11.932156, 85.297949, 85.297949, 66.074225, 10.6
14, 85.297949, 76.882762, 10.670807, 85.297949, 85.297949, 66.171054, 10.6
15, 85.297949, 76.688048, 10.442061, 85.297949, 85.297949, 66.181432, 10.6
game 5 
gen, best, mean, std, median, q1, q3, life
0, 57.206986, -0.757719, 15.139124, -5.758902, -5.426006, -5.783825, 0.0
1, 66.570654, 15.797944, 26.688593, 3.532162, 39.732734, -5.743003, 0.0
2, 75.051965, 45.983672, 23.464289, 57.036421, 66.129267, 21.371256, 0.0
3, 75.051965, 55.456372, 20.764638, 66.174, 66.485038, 57.004269, 0.0
4, 75.174, 49.730621, 26.391064, 66.174, 66.570654, 12.2237, 0.0
5, 84.928559, 54.937142, 26.583684, 66.199724, 75.051965, 29.885787, 7.0
6, 85.339688, 69.116802, 14.532412, 75.051965, 75.179917, 66.174, 10.6
7, 86.075317, 76.829065, 9.863193, 75.185869, 85.033559, 75.171791, 17.8
8, 86.732892, 83.089896, 5.248973, 85.108559, 85.33887, 84.84892, 20.8
9, 86.732892, 80.092872, 13.118445, 85.339688, 86.075317, 75.584171, 20.8
10, 87.092892, 79.630063, 13.826904, 86.492892, 86.732892, 75.33444, 24.4
11, 87.152892, 79.61619, 13.692407, 86.732892, 86.732892, 77.77732, 25.0
12, 87.152892, 75.742775, 22.265517, 86.732892, 86.912892, 75.415658, 25.0
13, 87.152892, 77.717895, 16.769505, 86.642892, 87.092892, 75.397311, 25.0
14, 87.152892, 81.182641, 12.166015, 87.064844, 87.152892, 77.799337, 25.0
15, 87.332892, 81.70002, 9.63048, 86.093233, 87.152892, 84.33704, 26.8
game 6 
gen, best, mean, std, median, q1, q3, life
0, 74.998585, 6.296948, 22.857511, -5.723393, 1.777852, -5.777652, 0.0
1, 74.998585, 37.23265, 28.886868, 57.036421, 57.036421, 3.569992, 0.0
2, 75.176954, 49.870914, 26.086156, 57.172527, 66.197148, 50.439741, 0.0
3, 85.791858, 43.228061, 31.043085, 57.172536, 66.597323, 3.721885, 16.0
4, 86.126285, 59.482335, 24.938302, 66.234809, 75.183641, 59.390289, 21.4
5, 86.126285, 64.676332, 25.141826, 75.197886, 82.460642, 66.005421, 21.4
6, 86.126285, 72.266939, 24.540272, 85.59289, 86.126285, 68.320079, 21.4
7, 86.186285, 72.348954, 26.741095, 86.126285, 86.126285, 75.250622, 21.4
8, 86.186285, 60.613733, 34.652491, 85.17289, 86.126285, 14.770082, 21.4
9, 86.333074, 63.253884, 34.659228, 86.126285, 86.126285, 43.460978, 21.4
10, 86.333074, 64.014425, 32.09178, 85.211748, 86.126285, 57.167429, 21.4
11, 88.09004, 56.245902, 38.043573, 85.769587, 86.17936, 3.695567, 38.8
12, 88.879688, 66.872868, 31.01326, 85.170649, 86.333074, 66.12764, 46.0
13, 88.879688, 69.303249, 30.754886, 86.1675, 86.333074, 68.427715, 46.0
14, 88.879688, 57.097764, 36.568357, 84.960649, 86.491965, 12.576138, 46.0
15, 88.879688, 62.993778, 32.016332, 85.73816, 88.443246, 39.232419, 46.0
game 7 
gen, best, mean, std, median, q1, q3, life
0, 66.044163, 0.06884, 15.604375, -5.720048, -2.70805, -5.783825, 0.0
1, 85.918586, 21.995576, 28.823738, 3.721885, 57.035779, -1.219181, 19.0
2, 85.918586, 61.590883, 16.225388, 66.022382, 66.174, 57.036421, 19.0
3, 86.47505, 68.844551, 17.728325, 70.600967, 85.294809, 66.024333, 19.0
4, 86.491965, 63.524976, 29.74312, 75.168118, 85.918586, 56.937053, 24.4
5, 86.491965, 70.203084, 20.333679, 75.168118, 85.918586, 65.993878, 24.4
6, 86.65505, 73.561901, 21.582422, 85.918586, 86.487736, 66.084435, 24.4
7, 86.65505, 73.89004, 23.408638, 86.337165, 86.491965, 75.019218, 24.4
8, 86.71505, 69.553518, 27.853988, 85.351679, 86.614279, 66.165921, 24.4
9, 86.71505, 78.039512, 19.742699, 86.443855, 86.65505, 85.021679, 24.4
10, 86.71505, 75.714804, 22.71349, 86.65505, 86.65505, 85.109339, 24.4
11, 86.71505, 78.201255, 21.650685, 86.68505, 86.71505, 85.532461, 24.4
12, 86.71505, 73.003025, 27.914123, 86.71505, 86.71505, 75.170327, 24.4
13, 86.71505, 81.641444, 12.402587, 86.71505, 86.71505, 86.022875, 24.4
14, 86.71505, 69.773108, 29.89524, 86.65505, 86.71505, 68.285197, 24.4
15, 86.71505, 72.791998, 29.429588, 86.633507, 86.71505, 77.626363, 24.4
game 8 
gen, best, mean, std, median, q1, q3, life
0, 57.171054, 0.151511, 16.970303, -5.743003, -5.392473, -5.813363, 0.0
1, 75.282972, 21.878537, 29.228196, 3.716809, 57.036421, -2.70805, 0.0
2, 75.282972, 40.907838, 26.333893, 57.036421, 63.87041, 5.722253, 0.0
3, 75.282972, 44.612253, 30.132602, 57.185874, 66.179917, 3.610928, 0.0
4, 75.282972, 49.924131, 30.972757, 66.174, 75.282972, 3.610928, 0.0
5, 75.286267, 66.478077, 22.142974, 75.282972, 75.282972, 75.282972, 0.0
6, 75.299556, 65.062169, 24.823356, 75.282972, 75.282972, 75.213871, 0.0
7, 75.634024, 68.843051, 19.4679, 75.282972, 75.286267, 75.244502, 0.0
8, 75.638708, 57.204019, 30.228181, 75.227004, 75.285443, 66.280509, 0.0
9, 75.638708, 69.803472, 14.114398, 75.282972, 75.299556, 66.530901, 0.0
10, 75.638708, 62.920263, 24.319174, 75.28792, 75.634024, 66.634024, 0.0
11, 75.638708, 66.524304, 19.223901, 75.254415, 75.638708, 66.634024, 0.0
12, 75.638708, 72.259581, 4.441661, 75.638708, 75.638708, 66.576466, 0.0
13, 75.638708, 71.732541, 5.270933, 75.638708, 75.638708, 66.482768, 0.0
14, 75.638708, 72.854421, 4.207881, 75.638708, 75.638708, 66.634024, 0.0
15, 75.638708, 70.876369, 11.021577, 75.638708, 75.638708, 66.634024, 0.0
game 9 
gen, best, mean, std, median, q1, q3, life
0, 66.634024, -2.391475, 11.237958, -5.777652, -5.303158, -5.850813, 0.0
1, 66.634024, 16.874308, 28.215391, 3.70434, 41.326783, -5.609762, 0.0
2, 84.802972, 57.827468, 20.875697, 66.555441, 66.634024, 66.169588, 5.2
3, 84.802972, 67.311311, 7.621044, 66.634024, 66.634024, 65.959899, 5.2
4, 85.462972, 62.918714, 24.956502, 66.634024, 84.802972, 57.00434, 11.8
5, 85.462972, 77.004765, 12.114088, 84.802972, 85.102972, 66.591725, 11.8
6, 85.522972, 76.92262, 10.726201, 84.952972, 85.462972, 66.601837, 12.4
7, 85.522972, 78.776848, 11.038346, 85.462972, 85.516415, 75.188982, 12.4
8, 85.522972, 77.127631, 9.952433, 85.43133, 85.522972, 66.555427, 12.4
9, 85.526267, 79.856242, 9.025324, 85.522972, 85.522972, 75.213892, 12.4
10, 85.526267, 77.041808, 17.591839, 85.522972, 85.522972, 68.741492, 12.4
11, 85.526267, 78.276695, 13.759664, 85.522972, 85.522972, 75.248222, 12.4
12, 85.59289, 80.723002, 9.570276, 85.526267, 85.526267, 85.466267, 13.0
13, 85.59289, 77.802776, 12.3162, 85.526267, 85.526267, 68.741492, 13.0
14, 85.709573, 79.019078, 8.365867, 85.526267, 85.578041, 75.177695, 14.2
15, 85.709573, 79.908077, 9.394971, 85.573109, 85.59289, 75.19564, 14.2
