
game 0 
gen, best, mean, std, median, q1, q3, life
0, 57.16227, 1.580253, 12.093263, -5.247024, 3.715191, -5.252273, 0.0
1, 57.732142, 5.512063, 17.780478, -5.209486, 3.752976, -5.247024, 42.0
2, 57.732142, 12.052548, 22.894531, 3.130703, 19.51236, -5.247024, 42.0
3, 66.222348, 17.785595, 24.586332, 8.380038, 28.018607, -5.209486, 42.0
4, 75.054579, 20.795278, 27.46015, 8.047554, 57.16227, -5.209486, 42.0
5, 75.054579, 25.813755, 28.219281, 12.790514, 57.16227, 3.035796, 42.0
6, 75.054579, 26.905517, 27.240456, 12.790514, 57.16227, 3.20769, 42.0
7, 75.054579, 26.158789, 27.282607, 12.790514, 57.16227, 3.130703, 42.0
8, 75.054579, 26.141358, 27.614733, 12.790514, 57.16227, 3.130703, 42.0
9, 75.054579, 28.794238, 27.843775, 12.790514, 57.16227, 3.332137, 42.0
10, 75.054579, 29.666786, 25.676912, 21.752976, 57.16227, 5.737252, 42.0
11, 75.054579, 33.448447, 27.685007, 21.752976, 64.004014, 5.783561, 42.0
12, 75.054579, 32.182078, 26.219728, 21.752976, 57.16227, 12.102754, 42.0
13, 75.054579, 37.209005, 25.71322, 30.734886, 57.16227, 12.790514, 42.0
14, 75.054579, 39.138669, 27.36235, 48.270465, 57.233848, 12.790514, 42.0
15, 75.054579, 39.32791, 27.960637, 39.186427, 66.086595, 12.790514, 42.0
game 8 
gen, best, mean, std, median, q1, q3, life
0, 57.732142, 3.982024, 16.957795, -5.247024, 10.399247, -5.252273, 0.0
1, 57.732142, 10.106103, 20.795051, 3.130703, 21.740153, -5.250961, 0.0
2, 66.276415, 13.706218, 23.156108, 3.752976, 21.752976, -5.247024, 0.0
3, 66.276415, 16.77859, 24.121428, 8.296008, 21.752976, -5.247024, 0.0
4, 66.276415, 25.354802, 25.84491, 21.752976, 57.16227, -3.006655, 0.0
5, 66.276415, 24.996226, 25.706672, 21.541548, 57.16227, 3.752976, 0.0
6, 66.276415, 26.760776, 26.184947, 21.674782, 57.188979, 3.752976, 0.0
7, 66.276415, 30.208372, 24.058138, 21.752976, 57.209654, 12.790514, 12.0
8, 66.276415, 28.915268, 23.536102, 21.71429, 57.16227, 12.714506, 12.0
9, 66.276415, 31.810785, 24.355474, 21.752976, 57.601837, 12.790514, 12.0
10, 66.276415, 31.281448, 22.810277, 21.752976, 57.231679, 12.790514, 12.0
11, 66.276415, 33.435318, 22.852151, 21.752976, 57.16227, 12.790514, 12.0
12, 66.276415, 34.668968, 22.362263, 21.752976, 57.263428, 12.811894, 12.0
13, 66.276415, 41.299165, 21.893628, 52.937001, 66.276415, 21.706695, 12.0
14, 66.276415, 44.15163, 22.474482, 57.178444, 66.276415, 21.752976, 12.0
15, 66.276415, 47.534483, 21.699503, 57.265043, 66.276415, 21.752976, 12.0
game 9 
gen, best, mean, std, median, q1, q3, life
0, 57.732142, 1.011315, 13.798605, -5.249649, 3.165391, -5.252273, 0.0
1, 57.732142, 4.124818, 15.428424, -5.252273, 12.790514, -5.252273, 0.0
2, 57.732142, 9.197279, 19.557657, 3.301231, 19.535233, -5.252273, 0.0
3, 57.732142, 11.136513, 21.551864, 3.654266, 19.51236, -5.247024, 0.0
4, 66.752976, 13.971273, 23.955076, 3.526266, 21.752976, -5.247024, 0.0
5, 66.752976, 12.052332, 22.895449, 3.170371, 19.51236, -5.252273, 0.0
6, 66.752976, 16.349938, 23.393133, 12.199761, 21.752976, -5.247024, 0.0
7, 66.752976, 16.176304, 24.423183, 3.752976, 21.752976, -5.247024, 0.0
8, 75.091917, 21.052115, 25.96276, 8.277036, 54.910816, -3.124439, 0.0
9, 75.091917, 24.504782, 27.04635, 17.04671, 57.288044, 3.130703, 0.0
10, 75.091917, 27.910433, 27.569825, 21.752976, 57.601837, 3.752976, 0.0
11, 75.091917, 22.856592, 26.952787, 12.790514, 57.134693, 3.037205, 0.0
12, 75.091917, 24.26917, 28.401209, 21.541548, 57.16227, -5.209486, 0.0
13, 75.091917, 25.348712, 28.341256, 21.752976, 57.16227, 3.130703, 0.0
14, 75.091917, 30.519875, 30.32572, 21.729836, 57.259481, 3.752976, 0.0
15, 75.091917, 33.75271, 29.955777, 21.752976, 64.502976, 3.787253, 0.0
