
game 0 
gen, best, mean, std, median, q1, q3, life
gen, best, mean, std, median, q1, q3, life
0, 56.773463, 7.520311, 16.48793, 3.349454, 12.047482, -4.718378, 0.0
1, 65.775442, 22.234094, 18.416373, 21.174, 21.740699, 4.317869, 0.0
2, 74.857963, 31.260766, 24.190806, 21.174, 56.773463, 12.408465, 0.0
3, 74.857963, 52.045661, 18.796269, 56.773463, 56.854793, 56.773463, 0.0
4, 74.862273, 48.081086, 23.894295, 56.773463, 65.775442, 38.766942, 0.0
5, 88.393424, 39.526218, 30.799908, 56.773463, 65.767644, 3.819137, 46.0
6, 88.393424, 37.004059, 28.950713, 30.310086, 63.523463, 11.704463, 46.0
7, 88.393424, 46.537948, 25.822328, 56.773463, 65.782398, 21.174, 46.0
8, 88.393424, 65.101229, 18.356638, 74.727123, 74.862273, 56.773463, 46.0
9, 88.393424, 60.58214, 27.237284, 74.73761, 87.341913, 47.882454, 46.0
10, 88.393424, 73.495212, 22.777705, 87.39141, 88.393424, 65.755833, 46.0
11, 88.993424, 86.408688, 6.157414, 88.393424, 88.393424, 88.393424, 52.0
12, 88.993424, 86.609814, 6.656758, 88.393424, 88.393424, 88.393424, 52.0
13, 89.593424, 87.742474, 3.296887, 88.393424, 88.843424, 88.393424, 58.0
14, 89.593424, 87.75628, 3.854544, 88.993424, 88.993424, 88.393424, 58.0
15, 89.593424, 88.743836, 2.042485, 88.993424, 88.993424, 88.993424, 58.0
game 4 
gen, best, mean, std, median, q1, q3, life
0, 65.769519, 2.842689, 13.881474, -4.682131, 4.317869, -5.826, 0.0
1, 74.855814, 28.146326, 21.776854, 21.174, 39.102079, 12.174, 0.0
2, 74.855814, 43.605726, 20.79399, 43.521387, 56.840071, 21.174, 0.0
3, 86.013791, 51.890624, 19.181366, 56.773463, 65.839084, 38.727595, 22.0
4, 87.066602, 53.759817, 19.418031, 56.773463, 74.766572, 38.802993, 32.0
5, 87.066602, 62.171083, 21.389846, 74.762664, 74.857963, 47.89076, 32.0
6, 87.066602, 53.338958, 24.864055, 56.773463, 66.283405, 24.184362, 32.0
7, 87.266602, 61.612485, 23.062764, 65.764614, 86.329112, 48.025812, 34.0
8, 87.266602, 63.671761, 24.604069, 70.267569, 87.066602, 48.244476, 34.0
9, 87.266602, 74.427504, 21.56102, 87.066602, 87.066602, 65.768044, 34.0
10, 87.266602, 79.172917, 19.365211, 87.266602, 87.266602, 87.066602, 34.0
11, 90.791187, 83.031971, 10.746017, 87.266602, 87.266602, 87.266602, 68.0
12, 90.791187, 80.409123, 15.169012, 87.266602, 87.266602, 87.266602, 68.0
13, 90.791187, 81.322704, 11.002849, 87.266602, 87.266602, 74.76363, 68.0
14, 90.791187, 81.622682, 11.278548, 87.266602, 90.791187, 74.76363, 68.0
15, 90.791187, 89.221317, 4.373384, 90.791187, 90.791187, 90.791187, 68.0
game 5 
gen, best, mean, std, median, q1, q3, life
0, 56.773463, 8.859196, 15.998006, 4.29524, 21.174, -5.410527, 0.0
1, 74.757777, 24.421293, 18.557213, 21.174, 30.185144, 12.711457, 0.0
2, 74.757777, 41.565972, 18.502985, 39.174, 56.773463, 21.177695, 0.0
3, 74.757777, 43.442417, 20.138805, 56.773463, 56.773463, 21.174738, 0.0
4, 87.39141, 45.329098, 22.34289, 56.773463, 56.870406, 21.174, 36.0
5, 89.124654, 41.263868, 26.608105, 47.865523, 56.773463, 21.174, 52.0
6, 89.124654, 50.768523, 23.079218, 56.773463, 65.732072, 21.274262, 52.0
7, 89.124654, 52.882511, 25.817429, 56.773463, 72.492965, 23.532093, 52.0
8, 89.193424, 61.430687, 25.199813, 61.004789, 87.296491, 38.799474, 54.0
9, 89.193424, 71.965611, 19.549803, 79.745719, 88.438793, 56.773463, 54.0
10, 89.193424, 69.484731, 24.037365, 85.189644, 89.124654, 56.773463, 54.0
11, 89.193424, 75.285417, 17.971517, 89.193424, 89.193424, 56.773463, 54.0
12, 89.193424, 85.839854, 8.701285, 89.193424, 89.193424, 89.193424, 54.0
13, 89.193424, 83.018971, 15.272216, 89.193424, 89.193424, 89.193424, 54.0
14, 89.193424, 89.193424, 5e-06, 89.193424, 89.193424, 89.193424, 54.0
15, 89.193424, 89.193424, 5e-06, 89.193424, 89.193424, 89.193424, 54.0
game 6 
gen, best, mean, std, median, q1, q3, life
0, 65.77941, 5.898732, 16.858893, 2.925805, 4.317869, -5.826, 0.0
1, 65.954995, 33.59356, 21.088545, 22.051391, 56.773463, 21.174, 0.0
2, 65.954995, 42.379118, 22.79693, 56.773463, 56.773463, 21.174, 0.0
3, 88.415851, 48.861242, 21.679289, 56.773463, 56.773463, 56.773463, 46.0
4, 88.415851, 47.783093, 23.57656, 56.773463, 63.422389, 47.77128, 46.0
5, 88.415851, 41.380407, 28.593836, 56.773463, 65.920209, 3.506108, 46.0
6, 88.415851, 61.754597, 15.494807, 65.797682, 74.763682, 56.773463, 46.0
7, 88.415851, 56.801233, 25.521446, 61.311017, 74.862273, 56.773463, 46.0
8, 88.415851, 57.05975, 28.029311, 61.35147, 74.862273, 41.023463, 46.0
9, 88.415851, 70.247263, 19.805357, 74.837004, 88.415851, 56.773463, 46.0
10, 88.415851, 80.746598, 14.504823, 88.415851, 88.415851, 84.567552, 46.0
11, 88.415851, 86.18186, 6.596841, 88.415851, 88.415851, 88.415851, 46.0
12, 88.415851, 80.758689, 16.599862, 88.415851, 88.415851, 88.415851, 46.0
13, 88.415851, 87.964479, 3.159602, 88.415851, 88.415851, 88.415851, 46.0
14, 88.415851, 88.415851, 4e-06, 88.415851, 88.415851, 88.415851, 46.0
15, 88.415851, 88.415851, 4e-06, 88.415851, 88.415851, 88.415851, 46.0
game 7 
gen, best, mean, std, median, q1, q3, life
0, 39.615505, 6.469734, 12.727115, 3.322285, 21.098783, -4.720661, 0.0
1, 85.82027, 20.979576, 12.580047, 21.174, 21.176216, 21.174, 14.0
2, 85.82027, 24.888542, 12.523839, 21.423048, 30.174, 21.174, 14.0
3, 85.967552, 28.969507, 18.453604, 21.972884, 30.798109, 21.174, 22.0
4, 85.967552, 38.138412, 20.604547, 30.174, 48.174, 21.174, 22.0
5, 87.640905, 54.446552, 24.789003, 56.773463, 75.298144, 30.171791, 38.0
6, 87.640905, 64.055178, 22.925958, 74.743457, 85.967552, 47.859598, 38.0
7, 87.640905, 65.669252, 22.069413, 74.714018, 85.967552, 50.311809, 38.0
8, 87.640905, 65.147877, 21.095453, 65.76461, 85.967552, 47.959899, 38.0
9, 87.640905, 72.958921, 21.224443, 87.640905, 87.640905, 56.800023, 38.0
10, 89.193424, 82.889797, 11.402052, 87.640905, 87.640905, 87.640905, 54.0
11, 89.193424, 79.430683, 12.84933, 87.640905, 87.640905, 68.103143, 54.0
12, 89.193424, 80.462283, 15.023212, 87.640905, 87.640905, 87.640905, 54.0
13, 89.193424, 77.252021, 14.330387, 87.640905, 89.193424, 65.741387, 54.0
14, 89.193424, 85.498481, 8.793422, 89.193424, 89.193424, 89.193424, 54.0
15, 89.193424, 89.193424, 5e-06, 89.193424, 89.193424, 89.193424, 54.0
game 8 
gen, best, mean, std, median, q1, q3, life
0, 65.292245, 4.388443, 15.900704, -4.682131, 4.317869, -5.825262, 2.0
1, 65.777424, 22.094225, 19.220573, 21.174, 21.369695, 4.317869, 2.0
2, 74.862273, 45.846958, 23.042497, 56.773463, 65.653159, 21.174, 2.0
3, 86.811736, 54.902835, 20.799278, 56.773463, 74.761726, 56.773463, 30.0
4, 87.193424, 62.749572, 14.927004, 56.773463, 74.783394, 56.773463, 34.0
5, 87.193424, 67.553668, 14.931664, 70.27941, 74.860122, 56.773463, 34.0
6, 88.438793, 69.603909, 20.832294, 74.783394, 87.011736, 56.773463, 46.0
7, 88.438793, 76.058585, 14.894352, 87.011736, 87.011736, 65.780418, 46.0
8, 88.438793, 76.100206, 15.251561, 85.826292, 87.011736, 65.78298, 46.0
9, 88.438793, 80.38973, 10.99234, 87.011736, 88.438793, 74.783394, 46.0
10, 88.438793, 83.58583, 9.138065, 88.438793, 88.438793, 87.011736, 46.0
11, 89.066602, 87.241918, 4.790323, 88.438793, 88.438793, 88.438793, 52.0
12, 89.066602, 87.431122, 4.108023, 88.438793, 88.438793, 88.438793, 52.0
13, 89.066602, 88.02988, 2.024218, 88.438793, 88.90965, 88.411736, 52.0
14, 89.066602, 88.716155, 0.735578, 89.066602, 89.066602, 89.066602, 52.0
15, 89.066602, 89.066602, 4e-06, 89.066602, 89.066602, 89.066602, 52.0
game 9 
gen, best, mean, std, median, q1, q3, life
0, 56.773463, 1.93889, 11.144692, -0.850362, 4.311019, -5.824521, 0.0
1, 65.773463, 16.966315, 16.458782, 17.245934, 21.174, 4.317869, 0.0
2, 86.767552, 36.127109, 20.591125, 30.174, 56.773463, 21.174, 30.0
3, 86.767552, 46.387584, 20.276368, 56.773463, 56.773463, 29.756825, 30.0
4, 86.767552, 55.936388, 17.823807, 56.773463, 65.773463, 56.752501, 30.0
5, 86.767552, 49.345581, 25.088694, 56.773463, 65.773463, 30.174, 30.0
6, 86.767552, 53.980364, 23.329579, 56.773463, 65.832015, 47.773463, 30.0
7, 86.767552, 54.380465, 22.312115, 56.773463, 65.864463, 32.243087, 30.0
8, 86.767552, 61.621867, 24.085991, 56.773463, 86.767552, 50.078099, 30.0
9, 91.791187, 70.487094, 21.722694, 86.767552, 86.767552, 56.773463, 78.0
10, 91.791187, 74.863962, 20.029631, 86.767552, 86.767552, 56.775447, 78.0
11, 91.791187, 78.051244, 18.011833, 86.767552, 91.791187, 68.092266, 78.0
12, 91.791187, 73.348426, 21.049625, 87.915101, 91.791187, 56.709369, 78.0
13, 91.791187, 85.138054, 14.415493, 91.791187, 91.791187, 91.791187, 78.0
14, 91.791187, 80.448956, 19.206955, 91.791187, 91.791187, 74.727622, 78.0
15, 91.791187, 90.910248, 6.166571, 91.791187, 91.791187, 91.791187, 78.0
