
game 0 
gen, best, mean, std, median, q1, q3, life
0, 57.16227, 4.285068, 17.131569, -5.247024, 3.764913, -5.252273, 0.0
1, 57.2699, 26.40542, 24.013204, 21.752976, 57.16227, 3.752976, 0.0
2, 66.732142, 46.89692, 16.895899, 57.16227, 57.16227, 30.76236, 0.0
3, 66.732142, 44.706863, 22.693103, 57.16227, 57.186716, 30.605299, 0.0
4, 66.732142, 49.10728, 17.485401, 57.16227, 57.225448, 57.16227, 0.0
5, 66.732142, 49.394609, 15.41499, 57.194865, 57.71553, 41.859711, 0.0
6, 66.752976, 51.758116, 15.180865, 57.197886, 57.721885, 50.831981, 0.0
7, 94.023266, 57.208318, 13.101798, 57.214026, 66.601837, 57.16227, 90.0
8, 94.023266, 65.165748, 9.005607, 66.732142, 66.752976, 57.401341, 90.0
9, 94.023266, 67.921066, 12.337878, 66.732142, 75.732142, 57.177074, 90.0
10, 94.023266, 73.559327, 13.607942, 75.732142, 75.752976, 57.747727, 90.0
11, 94.023266, 81.592312, 16.906374, 94.023266, 94.023266, 75.732142, 90.0
12, 94.023266, 87.263715, 13.771577, 94.023266, 94.023266, 94.023266, 90.0
13, 94.023266, 92.18578, 7.579492, 94.023266, 94.023266, 94.023266, 90.0
14, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
15, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
game 3 
gen, best, mean, std, median, q1, q3, life
0, 66.222348, 4.369438, 18.157284, -5.247024, 3.752976, -5.252273, 0.0
1, 66.222348, 20.803697, 22.060024, 12.790514, 29.958593, 3.38016, 0.0
2, 86.499556, 35.522859, 26.064699, 34.638723, 57.16227, 11.970683, 22.0
3, 86.499556, 42.472487, 27.601677, 57.16227, 66.094638, 14.855774, 22.0
4, 94.023266, 50.646927, 27.826692, 57.225569, 66.20711, 39.186952, 90.0
5, 94.023266, 58.71585, 24.737313, 61.652339, 75.054579, 50.605079, 90.0
6, 94.023266, 58.166142, 25.961829, 57.217744, 83.705479, 39.214636, 90.0
7, 94.023266, 59.867857, 26.622043, 57.21004, 86.499556, 50.70743, 90.0
8, 94.023266, 71.297081, 22.552861, 75.214804, 94.023266, 57.139226, 90.0
9, 94.023266, 74.104336, 24.362688, 94.023266, 94.023266, 57.218594, 90.0
10, 94.023266, 73.861408, 24.743922, 94.023266, 94.023266, 57.159409, 90.0
11, 94.023266, 92.816237, 4.801588, 94.023266, 94.023266, 94.023266, 90.0
12, 94.023266, 92.1755, 7.384998, 94.023266, 94.023266, 94.023266, 90.0
13, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
14, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
15, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
game 4 
gen, best, mean, std, median, q1, q3, life
0, 57.732142, 0.416827, 12.419072, -5.252273, 1.103844, -5.252273, 0.0
1, 57.732142, 22.466075, 24.26222, 21.752976, 57.16227, 3.233257, 0.0
2, 57.732142, 42.216408, 22.414577, 57.16227, 57.732142, 21.752976, 0.0
3, 57.732142, 47.82248, 18.260536, 57.291242, 57.732142, 57.033957, 0.0
4, 66.601837, 46.066613, 20.984936, 57.321537, 57.732142, 37.241945, 0.0
5, 66.601837, 52.541957, 17.027389, 57.732142, 57.732142, 57.232536, 0.0
6, 66.601837, 55.853954, 14.461049, 57.732142, 66.164459, 57.170359, 46.0
7, 66.601837, 54.803897, 17.969892, 57.732142, 66.601837, 57.16227, 46.0
8, 66.601837, 61.057755, 10.406064, 66.601837, 66.601837, 57.261914, 46.0
9, 66.601837, 62.778443, 8.534791, 66.601837, 66.601837, 61.175546, 46.0
10, 66.601837, 59.192578, 15.981326, 66.601837, 66.601837, 58.172168, 46.0
11, 66.601837, 62.86702, 11.217584, 66.601837, 66.601837, 66.601837, 46.0
12, 66.701683, 65.31312, 3.180966, 66.601837, 66.601837, 66.601837, 46.0
13, 66.706695, 65.750927, 2.635751, 66.601837, 66.601837, 66.601837, 46.0
14, 66.706695, 65.340607, 3.231007, 66.601837, 66.701683, 66.601837, 46.0
15, 66.706695, 66.700997, 0.020369, 66.706695, 66.706695, 66.701683, 46.0
game 5 
gen, best, mean, std, median, q1, q3, life
0, 57.16227, 2.691829, 11.927022, -5.247024, 3.752976, -5.252273, 0.0
1, 57.732142, 15.883629, 15.573394, 12.790514, 21.752976, 3.752976, 0.0
2, 66.213103, 25.961945, 21.286282, 21.752976, 45.896897, 12.649006, 48.0
3, 75.054579, 35.078644, 24.465032, 39.457623, 57.16227, 12.790514, 48.0
4, 75.054579, 53.411266, 12.809971, 57.16227, 57.21004, 57.16227, 80.0
5, 75.171054, 40.58024, 26.655214, 57.16227, 57.292661, 11.969384, 80.0
6, 75.171054, 48.919749, 25.723892, 57.16227, 72.845749, 26.044177, 80.0
7, 75.286267, 54.960157, 24.043712, 57.281341, 75.054579, 57.094683, 80.0
8, 75.286267, 60.340292, 23.983723, 70.642863, 75.054579, 57.166656, 80.0
9, 75.286267, 60.329316, 19.271737, 66.199587, 75.059829, 56.619877, 80.0
10, 94.023266, 63.96021, 16.949418, 70.617248, 75.094638, 57.16227, 90.0
11, 94.023266, 63.850493, 18.197081, 70.828208, 75.286267, 56.616074, 90.0
12, 94.023266, 75.031099, 12.594608, 75.286267, 75.286267, 75.059829, 90.0
13, 94.023266, 75.302945, 21.182886, 75.286267, 94.023266, 74.736617, 90.0
14, 94.023266, 84.231698, 16.085022, 94.023266, 94.023266, 74.805789, 90.0
15, 94.023266, 89.925959, 10.535727, 94.023266, 94.023266, 94.023266, 90.0
game 6 
gen, best, mean, std, median, q1, q3, life
0, 57.16227, 1.681805, 13.406547, -5.247024, 3.752976, -5.252273, 44.0
1, 57.16227, 25.651189, 23.916478, 12.790514, 57.16227, 11.88854, 44.0
2, 57.752976, 52.546627, 12.780886, 57.16227, 57.16227, 57.16227, 44.0
3, 75.706695, 57.582847, 2.592927, 57.16227, 57.16227, 57.16227, 44.0
4, 75.706695, 53.408453, 15.670131, 57.16227, 57.601837, 57.16227, 44.0
5, 75.706695, 46.635581, 21.193829, 57.16227, 57.601837, 21.752976, 44.0
6, 94.023266, 53.91586, 20.718919, 57.163729, 75.706695, 50.719701, 90.0
7, 94.023266, 61.184456, 18.87048, 57.745116, 75.706695, 57.16227, 90.0
8, 94.023266, 66.847116, 20.933991, 75.706695, 75.747727, 57.16227, 90.0
9, 94.023266, 69.99692, 19.023048, 62.009205, 94.023266, 57.16227, 90.0
10, 94.023266, 79.896028, 19.409677, 94.023266, 94.023266, 57.16227, 90.0
11, 94.023266, 81.294505, 23.795052, 94.023266, 94.023266, 94.023266, 90.0
12, 94.023266, 82.498468, 20.108843, 94.023266, 94.023266, 68.851689, 90.0
13, 94.023266, 88.51949, 12.825601, 94.023266, 94.023266, 94.023266, 90.0
14, 94.023266, 88.719513, 13.193937, 94.023266, 94.023266, 94.023266, 90.0
15, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
game 7 
gen, best, mean, std, median, q1, q3, life
0, 21.790514, -0.308307, 8.30305, -5.247024, 3.752976, -5.252273, 0.0
1, 48.882006, 11.437923, 11.35575, 12.782384, 21.752976, 3.752976, 0.0
2, 57.313025, 20.531881, 11.30668, 21.752976, 21.752976, 12.790514, 0.0
3, 57.313025, 26.808968, 18.309341, 21.752976, 37.182397, 21.601837, 0.0
4, 75.319827, 41.807811, 17.868954, 57.192309, 57.266659, 21.752976, 0.0
5, 75.319827, 49.146088, 16.422086, 57.266659, 57.309658, 48.160467, 0.0
6, 75.319827, 54.947951, 12.884668, 57.462542, 57.729578, 57.225448, 0.0
7, 75.319827, 47.822163, 22.520543, 57.265618, 57.732142, 21.752976, 0.0
8, 94.023266, 60.156024, 19.831735, 62.177407, 75.319827, 56.734911, 90.0
9, 94.023266, 62.420465, 20.69455, 75.319827, 75.319827, 48.738609, 90.0
10, 94.023266, 68.568548, 21.67845, 75.319827, 75.601837, 57.637004, 90.0
11, 94.023266, 76.226149, 23.914004, 94.023266, 94.023266, 66.393108, 90.0
12, 94.023266, 83.826945, 17.961658, 94.023266, 94.023266, 79.995687, 90.0
13, 94.023266, 85.314845, 19.145387, 94.023266, 94.023266, 94.023266, 90.0
14, 94.023266, 93.283792, 3.62293, 94.023266, 94.023266, 94.023266, 90.0
15, 94.023266, 94.023266, 1e-06, 94.023266, 94.023266, 94.023266, 90.0
game 8 
gen, best, mean, std, median, q1, q3, life
0, 57.330119, 0.692965, 13.566594, -5.247024, 3.130703, -5.252273, 0.0
1, 57.747727, 18.263763, 22.082588, 20.936372, 21.752976, -3.124439, 0.0
2, 84.776954, 44.74541, 20.687452, 57.16227, 57.16227, 21.752976, 6.0
3, 84.776954, 53.040428, 14.563901, 57.16227, 57.601837, 57.16227, 6.0
4, 84.776954, 45.458257, 25.222695, 57.183106, 63.973311, 23.802889, 6.0
5, 84.776954, 45.415287, 29.737711, 57.244664, 66.222348, 3.225162, 80.0
6, 84.776954, 56.010041, 23.127337, 57.213107, 75.042444, 56.584086, 80.0
7, 84.776954, 65.053168, 19.128469, 66.053293, 84.776954, 57.21004, 80.0
8, 84.776954, 67.521143, 12.374274, 66.093278, 84.776954, 57.16227, 80.0
9, 84.776954, 72.013748, 12.076083, 66.219256, 84.776954, 59.469, 80.0
10, 84.776954, 71.818109, 11.666025, 66.219256, 84.776954, 59.469, 80.0
11, 84.776954, 77.55301, 10.82879, 84.776954, 84.776954, 66.219256, 80.0
12, 84.776954, 77.180643, 10.898821, 84.776954, 84.776954, 66.219256, 80.0
13, 84.776954, 75.118469, 12.279258, 84.776954, 84.776954, 66.134012, 80.0
14, 84.776954, 76.605132, 10.416757, 84.776954, 84.776954, 66.169985, 80.0
15, 84.776954, 83.469792, 4.564057, 84.776954, 84.776954, 84.776954, 80.0
game 9 
gen, best, mean, std, median, q1, q3, life
0, 57.16227, 0.186985, 11.325376, -5.247024, 3.130703, -5.252273, 0.0
1, 57.16227, 12.064777, 16.886922, 12.790514, 21.752976, -5.209486, 0.0
2, 57.752976, 31.424819, 19.629718, 21.790514, 57.16227, 14.91694, 0.0
3, 57.752976, 49.623512, 16.12846, 57.16227, 57.186716, 57.16227, 0.0
4, 66.601837, 53.304699, 11.036613, 57.249169, 57.601837, 57.16227, 0.0
5, 66.752976, 51.766511, 13.104955, 57.283059, 57.691873, 57.16227, 0.0
6, 75.752976, 47.862813, 19.243477, 57.299646, 57.752976, 39.309946, 0.0
7, 75.752976, 50.430432, 16.539909, 57.2699, 57.752976, 39.752976, 0.0
8, 75.752976, 56.057526, 18.499135, 57.742559, 66.752976, 50.855299, 0.0
9, 75.752976, 55.54721, 21.489081, 57.742559, 75.752976, 41.886299, 0.0
10, 94.023266, 69.624516, 13.781985, 75.752976, 75.752976, 75.752976, 90.0
11, 94.023266, 74.116157, 10.530745, 75.752976, 75.752976, 75.752976, 90.0
12, 94.023266, 76.15862, 14.597809, 75.752976, 75.752976, 75.752976, 90.0
13, 94.023266, 87.080556, 8.868151, 94.023266, 94.023266, 75.752976, 90.0
14, 94.023266, 91.465426, 6.339554, 94.023266, 94.023266, 94.023266, 90.0
15, 94.023266, 91.465426, 6.339554, 94.023266, 94.023266, 94.023266, 90.0
